Date,Close,Volume,Low,High,Open
,AAPL,AAPL,AAPL,AAPL,AAPL
1981-03-11,0.07407774031162262,29859200,0.07407774031162262,0.0749340772674265,0.0749340772674265
1981-03-12,0.07707486301660538,59248000,0.07707486301660538,0.07750302830546447,0.07707486301660538
1981-03-13,0.07621857523918152,231302400,0.07621857523918152,0.07664674080059158,0.07664674080059158
1981-03-16,0.07921651750802994,37228800,0.07921651750802994,0.08007285428722273,0.07921651750802994
1981-03-17,0.08307002484798431,43747200,0.08307002484798431,0.08392636157246004,0.08307002484798431
1981-03-18,0.08820804208517075,36937600,0.08820804208517075,0.08906437877945736,0.08820804208517075
1981-03-19,0.0873517394065857,37811200,0.0873517394065857,0.08777990506194654,0.08777990506194654
1981-03-20,0.08820804208517075,14604800,0.08820804208517075,0.08906437877945736,0.08820804208517075
1981-03-23,0.09163416922092438,22019200,0.09163416922092438,0.09249050604862877,0.09163416922092438
1981-03-24,0.09120602160692215,28156800,0.09120602160692215,0.09163418724648455,0.09163418724648455
1981-03-25,0.08949257433414459,7056000,0.08949257433414459,0.09034968311536616,0.09034968311536616
1981-03-26,0.08777990192174911,12275200,0.08777990192174911,0.08820807327882446,0.08820807327882446
1981-03-27,0.08478270471096039,12252800,0.08478270471096039,0.08521087024707522,0.08521087024707522
1981-03-30,0.08478270471096039,9900800,0.08478270471096039,0.08563904150022016,0.08478270471096039
1981-03-31,0.08392636477947235,15993600,0.08392636477947235,0.0847827015366706,0.0847827015366706
1981-04-01,0.08307002484798431,34070400,0.08307002484798431,0.08349819606873703,0.08349819606873703
1981-04-02,0.09034962207078934,31404800,0.09034962207078934,0.09077778741397585,0.09034962207078934
1981-04-03,0.09077781438827515,16486400,0.09077781438827515,0.09120598557571871,0.09077781438827515
1981-04-06,0.08906441181898117,22803200,0.08906441181898117,0.08949257746644299,0.08949257746644299
1981-04-07,0.08820804208517075,10684800,0.08820804208517075,0.08863620757379931,0.08863620757379931
1981-04-08,0.0924905389547348,21952000,0.0924905389547348,0.09334687608710517,0.0924905389547348
1981-04-09,0.0942031741142273,12499200,0.0942031741142273,0.09463134536118793,0.0942031741142273
1981-04-10,0.09548766911029816,33465600,0.09548766911029816,0.09591583458181237,0.09548766911029816
1981-04-13,0.09548766911029816,16060800,0.09548766911029816,0.09591583458181237,0.09548766911029816
1981-04-14,0.09548766911029816,6652800,0.09548766911029816,0.09591583458181237,0.09548766911029816
1981-04-15,0.09077781438827515,34048000,0.09077781438827515,0.09120598557571871,0.09120598557571871
1981-04-16,0.08563901484012604,23878400,0.08563901484012604,0.08606718024294963,0.08606718024294963
1981-04-20,0.08820804208517075,35347200,0.08820804208517075,0.08863620757379931,0.08820804208517075
1981-04-21,0.0942031741142273,28537600,0.0942031741142273,0.09463134536118793,0.0942031741142273
1981-04-22,0.09762854874134064,18995200,0.09762854874134064,0.09805672010899427,0.09762854874134064
1981-04-23,0.10019753873348236,58016000,0.10019753873348236,0.10062571003555985,0.10019753873348236
1981-04-24,0.09934118390083313,35056000,0.09934118390083313,0.10019751486695298,0.10019751486695298
1981-04-27,0.09848486632108688,38528000,0.09848486632108688,0.09891303762908514,0.09891303762908514
1981-04-28,0.09677215665578842,32188800,0.09677215665578842,0.0972003278050905,0.0972003278050905
1981-04-29,0.09548766911029816,13641600,0.09548766911029816,0.09591583458181237,0.09591583458181237
1981-04-30,0.09720034152269363,12611200,0.09720034152269363,0.09805668394215092,0.09720034152269363
1981-05-01,0.09720034152269363,16553600,0.09720034152269363,0.09805668394215092,0.09720034152269363
1981-05-04,0.09677215665578842,14448000,0.09677215665578842,0.0972003278050905,0.0972003278050905
1981-05-05,0.09634404629468918,17539200,0.09634404629468918,0.09677220622926722,0.09677220622926722
1981-05-06,0.09377504885196686,18950400,0.09377504885196686,0.09420321456575485,0.09420321456575485
1981-05-07,0.09505951404571533,9363200,0.09505951404571533,0.09548768530688505,0.09505951404571533
1981-05-08,0.09591584652662277,7907200,0.09591584652662277,0.09634401776848822,0.09591584652662277
1981-05-11,0.09377504885196686,11939200,0.09377504885196686,0.09420321456575485,0.09420321456575485
1981-05-12,0.09377504885196686,4256000,0.09377504885196686,0.09505955171036333,0.09377504885196686
1981-05-13,0.09334684908390045,4905600,0.09334684908390045,0.09463135726939205,0.09377502038474124
1981-05-14,0.09206234663724899,4928000,0.09206234663724899,0.09291868352210267,0.09291868352210267
1981-05-15,0.0942031741142273,4905600,0.0942031741142273,0.09548768213807918,0.0942031741142273
1981-05-18,0.09591584652662277,4166400,0.09591584652662277,0.09677217757629375,0.09591584652662277
1981-05-19,0.0942031741142273,25424000,0.0942031741142273,0.09463134536118793,0.09463134536118793
1981-05-20,0.09720034152269363,13283200,0.09720034152269363,0.09805668394215092,0.09720034152269363
1981-05-21,0.10276731848716736,32211200,0.10276731848716736,0.10319548977796703,0.10276731848716736
1981-05-22,0.10747715085744858,31427200,0.10747715085744858,0.1083334932994039,0.10747715085744858
1981-05-26,0.10704900324344635,85344000,0.10704900324344635,0.1074771630790522,0.1074771630790522
1981-05-27,0.1130433902144432,149497600,0.1130433902144432,0.11347156161642036,0.1130433902144432
1981-05-28,0.1130433902144432,73987200,0.1130433902144432,0.11347156161642036,0.1130433902144432
1981-05-29,0.11347149312496185,59382400,0.11347149312496185,0.11390043035033343,0.11347149312496185
1981-06-01,0.11347149312496185,51251200,0.11347149312496185,0.11390043035033343,0.11347149312496185
1981-06-02,0.1079053282737732,40432000,0.1079053282737732,0.10833349951933416,0.10833349951933416
1981-06-03,0.1079053282737732,39446400,0.1079053282737732,0.1087616593308351,0.1079053282737732
1981-06-04,0.11004617065191269,56067200,0.11004617065191269,0.11047433045401517,0.11004617065191269
1981-06-05,0.1083335131406784,57680000,0.1083335131406784,0.10876167300601415,0.10876167300601415
1981-06-08,0.10447996854782104,93497600,0.10447996854782104,0.1049081397416245,0.1049081397416245
1981-06-09,0.10662086308002472,119593600,0.10662086308002472,0.10704903447460866,0.10662086308002472
1981-06-10,0.1079053282737732,25222400,0.1079053282737732,0.10918983057639607,0.1079053282737732
1981-06-11,0.11261522769927979,38976000,0.11261522769927979,0.11304339913504527,0.11261522769927979
1981-06-12,0.11133067309856415,25804800,0.11133067309856416,0.11175884433538877,0.11175884433538877
1981-06-15,0.11090252548456192,143763200,0.11090252548456192,0.11133069681258928,0.11133069681258928
1981-06-16,0.10876170545816422,37251200,0.10876170545816422,0.10918987688531855,0.10918987688531855
1981-06-17,0.10704900324344635,27574400,0.10704900324344635,0.1074771630790522,0.1074771630790522
1981-06-18,0.10662086308002472,23049600,0.10662086308002472,0.1074771944351286,0.10704903447460866
1981-06-19,0.1036236584186554,27507200,0.1036236584186554,0.10405181826444392,0.10405181826444392
1981-06-22,0.09976939111948013,10841600,0.09976939111948013,0.10019755104008414,0.10019755104008414
1981-06-23,0.10148201882839203,15030400,0.10148201882839203,0.1023391157950442,0.10148201882839203
1981-06-24,0.0989130288362503,23027200,0.0989130288362503,0.0997693713761226,0.0997693713761226
1981-06-25,0.10105390101671219,24259200,0.10105390101671219,0.1014820724021711,0.10105390101671219
1981-06-26,0.09976939111948013,23788800,0.09976939111948013,0.10062572239475108,0.10062572239475108
1981-06-29,0.09634404629468918,10595200,0.09634404629468918,0.09720037759790856,0.09720037759790856
1981-06-30,0.08906441181898117,35907200,0.08906441181898117,0.08949257746644299,0.08949257746644299
1981-07-01,0.08820804208517075,170464000,0.08820804208517075,0.08863620757379931,0.08863620757379931
1981-07-02,0.08820804208517075,30284800,0.08820804208517075,0.08863620757379931,0.08820804208517075
1981-07-06,0.0852109044790268,16531200,0.0852109044790268,0.08606724161230463,0.08606724161230463
1981-07-07,0.08606721460819244,15836800,0.08606721460819244,0.08692355147278938,0.08606721460819244
1981-07-08,0.08949257433414459,16620800,0.08949257433414459,0.08992151176585902,0.08949257433414459
1981-07-09,0.08264189213514328,32883200,0.08264189213514328,0.08307005780875508,0.08307005780875508
1981-07-10,0.07621857523918152,55171200,0.07621857523918152,0.07664674080059158,0.07664674080059158
1981-07-13,0.0779319778084755,45740800,0.0779319778084755,0.07836014888257438,0.0779319778084755
1981-07-14,0.08135737478733063,19779200,0.08135737478733063,0.08221371175798274,0.08135737478733063
1981-07-15,0.08349821716547012,10953600,0.08349821716547012,0.08392638277737384,0.08349821716547012
1981-07-16,0.08563901484012604,15232000,0.08563901484012604,0.08649535136280155,0.08563901484012604
1981-07-17,0.08863624185323715,19824000,0.08863624185323715,0.08906441322448744,0.08863624185323715
1981-07-20,0.08264189213514328,23654400,0.08264189213514328,0.08307005780875508,0.08307005780875508
1981-07-21,0.08221369236707687,31942400,0.08221369236707687,0.0826418636099302,0.0826418636099302
1981-07-22,0.07750307768583298,22668800,0.07750307768583298,0.07836018632529612,0.07836018632529612
1981-07-23,0.07964470237493515,34451200,0.07964470237493515,0.08007287372699631,0.07964470237493515
1981-07-24,0.08221369236707687,28851200,0.08221369236707687,0.0826418636099302,0.08221369236707687
1981-07-27,0.08563901484012604,17337600,0.08563901484012604,0.08606718024294963,0.08563901484012604
1981-07-28,0.08264189213514328,22848000,0.08264189213514328,0.08307005780875508,0.08307005780875508
1981-07-29,0.08135737478733063,15500800,0.08135737478733063,0.08178554613117234,0.08178554613117234
1981-07-30,0.08435451239347458,9900800,0.08435451239347458,0.08521084896889675,0.08435451239347458
1981-07-31,0.08563901484012604,10953600,0.08563901484012604,0.08606718024294963,0.08563901484012604
1981-08-03,0.08478270471096039,12432000,0.08478270471096039,0.08563904150022016,0.08563904150022016
1981-08-04,0.08606721460819244,31673600,0.08606721460819244,0.08649538589900621,0.08606721460819244
1981-08-05,0.08863624185323715,17494400,0.08863624185323715,0.08906441322448744,0.08863624185323715
1981-08-06,0.08649539202451706,10528000,0.08649539202451706,0.08692355762862244,0.08692355762862244
1981-08-07,0.08649539202451706,9206400,0.08649539202451706,0.08692355762862244,0.08649539202451706
1981-08-10,0.08649539202451706,0,0.08649539202451706,0.08649539202451706,0.08649539202451706
1981-08-11,0.08392636477947235,71456000,0.08392636477947235,0.0847827015366706,0.0847827015366706
1981-08-12,0.08221369236707687,26275200,0.08221369236707687,0.0826418636099302,0.0826418636099302
1981-08-13,0.07964470237493515,27484800,0.07964470237493515,0.08007287372699631,0.08007287372699631
1981-08-14,0.0783601775765419,24192000,0.0783601775765419,0.07921651432128574,0.07921651432128574
1981-08-17,0.0757904201745987,18905600,0.0757904201745987,0.07664675719764559,0.07664675719764559
1981-08-18,0.07407774031162262,17001600,0.07407774031162262,0.0749340772674265,0.0749340772674265
1981-08-19,0.07322139292955399,20675200,0.07322139292955399,0.07407772976342089,0.07407772976342089
1981-08-20,0.07407774031162262,17113600,0.07407774031162262,0.07450591164804017,0.07407774031162262
1981-08-21,0.06893972307443619,41910400,0.06893972307443619,0.06979606001509331,0.06979606001509331
1981-08-24,0.06465726345777512,23072000,0.06465726345777512,0.06508543476599665,0.06508543476599665
1981-08-25,0.06637071818113327,40700800,0.06637071818113327,0.06679888383119284,0.06637071818113327
1981-08-26,0.06508543342351913,33600000,0.06508543342351913,0.06551359900587832,0.06551359900587832
1981-08-27,0.06551361829042435,25916800,0.06551361829042435,0.06594255579819366,0.06551361829042435
1981-08-28,0.06893972307443619,38035200,0.06893972307443619,0.06936788868624919,0.06893972307443619
1981-08-31,0.06893972307443619,40947200,0.06893972307443619,0.06936788868624919,0.06893972307443619
1981-09-01,0.07322139292955399,37027200,0.07322139292955399,0.07364956420500264,0.07322139292955399
1981-09-02,0.07450589537620544,19376000,0.07450589537620544,0.07493406090208188,0.07450589537620544
1981-09-03,0.07065238803625107,37475200,0.07065238803625107,0.07150872486880008,0.07150872486880008
1981-09-04,0.06979602575302124,15254400,0.06979602575302124,0.07022419115465274,0.07022419115465274
1981-09-08,0.06765520572662354,25446400,0.06765520572662354,0.06808337699801352,0.06808337699801352
1981-09-09,0.06765520572662354,30531200,0.06765520572662354,0.06808337699801352,0.06765520572662354
1981-09-10,0.06808337569236755,34809600,0.06808337569236755,0.06851154123851617,0.06808337569236755
1981-09-11,0.06722703576087952,17539200,0.06722703576087952,0.06765520128714325,0.06765520128714325
1981-09-14,0.06508543342351913,27686400,0.06508543342351913,0.06551359900587832,0.06551359900587832
1981-09-15,0.06337276101112366,19510400,0.06337276101112366,0.0638009266026113,0.0638009266026113
1981-09-16,0.062088221311569214,19353600,0.062088221311569214,0.06251639240292013,0.06251639240292013
1981-09-17,0.06037559732794762,19376000,0.06037559732794762,0.060803768766425834,0.060803768766425834
1981-09-18,0.06080373376607895,26320000,0.06080373376607894,0.061231899241060435,0.06080373376607894
1981-09-21,0.06123189628124237,49033600,0.06123189628124237,0.06166006745255628,0.06123189628124237
1981-09-22,0.05780656635761261,47420800,0.05780656635761261,0.058234731892348936,0.058234731892348936
1981-09-23,0.05652208998799324,28201600,0.05652208998799324,0.05737842725429149,0.05737842725429149
1981-09-24,0.05609390139579773,18300800,0.05609390139579773,0.0565220669962634,0.0565220669962634
1981-09-25,0.04881427437067032,34608000,0.04881427437067032,0.049670611388945955,0.049670611388945955
1981-09-28,0.04924243316054344,91728000,0.04924243316054344,0.049670604468541706,0.04924243316054344
1981-09-29,0.051811426877975464,94684800,0.051811426877975464,0.05223959804565492,0.051811426877975464
1981-09-30,0.05223961919546127,49996800,0.05223961919546127,0.0526677848194595,0.05223961919546127
1981-10-01,0.05223961919546127,61129600,0.05223961919546127,0.0526677848194595,0.05223961919546127
1981-10-02,0.05652208998799324,45046400,0.05652208998799324,0.056950261479659016,0.05652208998799324
1981-10-05,0.05823474004864693,43097600,0.05823474004864693,0.05909107695508734,0.05823474004864693
1981-10-06,0.05780656635761261,28358400,0.05780656635761261,0.058234731892348936,0.058234731892348936
1981-10-07,0.06123189628124237,38841600,0.06123189628124237,0.06208823290684118,0.06123189628124237
1981-10-08,0.06337276101112366,31091200,0.06337276101112366,0.0638009266026113,0.06337276101112366
1981-10-09,0.06380093842744827,54521600,0.06380093842744827,0.06465727548616752,0.06380093842744827
1981-10-12,0.06594252586364746,27350400,0.06594252586364746,0.06637069709470572,0.06594252586364746
1981-10-13,0.06594252586364746,44195200,0.06594252586364746,0.06679886260873416,0.06594252586364746
1981-10-14,0.062088221311569214,30979200,0.062088221311569214,0.06251639240292013,0.06251639240292013
1981-10-15,0.06337276101112366,29433600,0.06337276101112366,0.0638009266026113,0.06337276101112366
1981-10-16,0.06251642107963562,36467200,0.06251642107963562,0.0629445866503611,0.0629445866503611
1981-10-19,0.06380093842744827,20585600,0.06380093842744827,0.06422910981532386,0.06380093842744827
1981-10-20,0.06722703576087952,35728000,0.06722703576087952,0.06765520128714325,0.06722703576087952
1981-10-21,0.06722703576087952,76899200,0.06722703576087952,0.06765520128714325,0.06722703576087952
1981-10-22,0.0667988508939743,32278400,0.0667988508939743,0.0672270220499426,0.0672270220499426
1981-10-23,0.06508543342351913,27910400,0.06508543342351913,0.06551359900587832,0.06551359900587832
1981-10-26,0.06508543342351913,27283200,0.06508543342351913,0.06551359900587832,0.06508543342351913
1981-10-27,0.06637071818113327,85590400,0.06637071818113327,0.06722705519828405,0.06637071818113327
1981-10-28,0.06851154565811157,44172800,0.06851154565811157,0.06893971694891124,0.06851154565811157
1981-10-29,0.06765520572662354,30486400,0.06765520572662354,0.06808337699801352,0.06808337699801352
1981-10-30,0.06851154565811157,52729600,0.06851154565811157,0.06893971694891124,0.06851154565811157
1981-11-02,0.06851154565811157,36915200,0.06851154565811157,0.06893971694891124,0.06851154565811157
1981-11-03,0.06765520572662354,28380800,0.06765520572662354,0.06808337699801352,0.06808337699801352
1981-11-04,0.06594252586364746,23811200,0.06594252586364746,0.06637069709470572,0.06637069709470572
1981-11-05,0.06123189628124237,23363200,0.06123189628124237,0.06166006745255628,0.06166006745255628
1981-11-06,0.06166006252169609,24595200,0.06166006252169609,0.06208822794174126,0.06166006252169609
1981-11-09,0.06251642107963562,20384000,0.06251642107963562,0.0629445866503611,0.06251642107963562
1981-11-10,0.06294459104537964,16755200,0.06294459104537964,0.06337276236303216,0.06294459104537964
1981-11-11,0.06465726345777512,27440000,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-11-12,0.0667988508939743,39916800,0.0667988508939743,0.0672270220499426,0.0667988508939743
1981-11-13,0.062088221311569214,21011200,0.062088221311569214,0.06251639240292013,0.06251639240292013
1981-11-16,0.06123189628124237,22556800,0.06123189628124237,0.06166006745255628,0.06166006745255628
1981-11-17,0.06251642107963562,35414400,0.06251642107963562,0.0629445866503611,0.06251642107963562
1981-11-18,0.06465726345777512,29142400,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-11-19,0.06465726345777512,40006400,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-11-20,0.06508543342351913,38102400,0.06508543342351913,0.06551359900587832,0.06508543342351913
1981-11-23,0.062088221311569214,22960000,0.062088221311569214,0.06294455777724309,0.06294455777724309
1981-11-24,0.06166006252169609,22153600,0.06166006252169609,0.06208822794174126,0.06208822794174126
1981-11-25,0.06294459104537964,52550400,0.06294459104537964,0.06337276236303216,0.06294459104537964
1981-11-27,0.06465726345777512,37251200,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-11-30,0.06380093842744827,23968000,0.06380093842744827,0.06422910981532386,0.06422910981532386
1981-12-01,0.06380093842744827,23385600,0.06380093842744827,0.06422910981532386,0.06380093842744827
1981-12-02,0.0642290934920311,37564800,0.0642290934920311,0.06465725905406003,0.0642290934920311
1981-12-03,0.06337276101112366,20428800,0.06337276101112366,0.0638009266026113,0.0638009266026113
1981-12-04,0.06508543342351913,137155200,0.06508543342351913,0.06551359900587832,0.06508543342351913
1981-12-07,0.06551361829042435,59292800,0.06551361829042435,0.06594255579819366,0.06551361829042435
1981-12-08,0.0642290934920311,50624000,0.0642290934920311,0.06508543033311942,0.06508543033311942
1981-12-09,0.06465726345777512,34272000,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-12-10,0.06465726345777512,37408000,0.06465726345777512,0.06508543476599665,0.06465726345777512
1981-12-11,0.0642290934920311,76092800,0.0642290934920311,0.06508543033311942,0.06465725905406003
1981-12-14,0.062088221311569214,25244800,0.062088221311569214,0.06294455777724309,0.06294455777724309
1981-12-15,0.06380093842744827,31315200,0.06380093842744827,0.06422910981532386,0.06380093842744827
1981-12-16,0.0667988508939743,65452800,0.0667988508939743,0.0672270220499426,0.0667988508939743
1981-12-17,0.07236506789922714,51452800,0.07236506789922714,0.07279323924451526,0.07236506789922714
1981-12-18,0.0783601775765419,71724800,0.0783601775765419,0.07878834309039891,0.0783601775765419
1981-12-21,0.07493407279253006,56403200,0.07493407279253006,0.07536224410337816,0.07536224410337816
1981-12-22,0.07621857523918152,53827200,0.07621857523918152,0.07664674080059158,0.07621857523918152
1981-12-23,0.07450589537620544,28896000,0.07450589537620544,0.07493406090208188,0.07493406090208188
1981-12-24,0.07493407279253006,28918400,0.07493407279253006,0.07536224410337816,0.07493407279253006
1981-12-28,0.07150869816541672,36579200,0.07150869816541672,0.07236502896115704,0.07236502896115704
1981-12-29,0.07279326021671295,24236800,0.07279326021671295,0.07364959743697401,0.07279326021671295
1981-12-30,0.0757904201745987,32188800,0.0757904201745987,0.07621859154463798,0.0757904201745987
1981-12-31,0.0757904201745987,54656000,0.0757904201745987,0.07621859154463798,0.0757904201745987
1982-01-04,0.07536222040653229,71254400,0.07536222040653229,0.07579038586571746,0.07579038586571746
1982-01-05,0.07150869816541672,35840000,0.07150869816541672,0.07236502896115704,0.07236502896115704
1982-01-06,0.07065238803625107,66080000,0.07065238803625107,0.07108055359401037,0.07108055359401037
1982-01-07,0.06508543342351913,70044800,0.06508543342351913,0.06594253638738587,0.06594253638738587
1982-01-08,0.06808337569236755,56604800,0.06808337569236755,0.06851154123851617,0.06808337569236755
1982-01-11,0.06380093842744827,33331200,0.06380093842744827,0.06422910981532386,0.06422910981532386
1982-01-12,0.06166006252169609,59920000,0.06166006252169609,0.06208822794174126,0.06208822794174126
1982-01-13,0.06123189628124237,41753600,0.06123189628124237,0.06166006745255628,0.06166006745255628
1982-01-14,0.0642290934920311,25715200,0.0642290934920311,0.06465725905406003,0.0642290934920311
1982-01-15,0.06851154565811157,46704000,0.06851154565811157,0.0693678825226803,0.06851154565811157
1982-01-18,0.06979602575302124,28000000,0.06979602575302124,0.07065236227331255,0.06979602575302124
1982-01-19,0.06808337569236755,55507200,0.06808337569236755,0.06893971250169503,0.06893971250169503
1982-01-20,0.06936784833669662,25827200,0.06936784833669662,0.06979601941648428,0.06936784833669662
1982-01-21,0.07065238803625107,33331200,0.07065238803625107,0.07108055359401037,0.07065238803625107
1982-01-22,0.07108054310083389,24259200,0.07108054310083389,0.07150871431241536,0.07108054310083389
1982-01-25,0.06893972307443619,44710400,0.06893972307443619,0.06936788868624919,0.06936788868624919
1982-01-26,0.06637071818113327,21212800,0.06637071818113327,0.06722705519828405,0.06722705519828405
1982-01-27,0.0667988508939743,31360000,0.0667988508939743,0.0676551874888821,0.0667988508939743
1982-01-28,0.06893972307443619,39603200,0.06893972307443619,0.06936788868624919,0.06893972307443619
1982-01-29,0.06979602575302124,53155200,0.06979602575302124,0.07022419115465274,0.06979602575302124
1982-02-01,0.06893972307443619,38528000,0.06893972307443619,0.06979606001509331,0.06979606001509331
1982-02-02,0.06936784833669662,54275200,0.06936784833669662,0.07022418477924414,0.06936784833669662
1982-02-03,0.06936784833669662,31472000,0.06936784833669662,0.06979601941648428,0.06936784833669662
1982-02-04,0.06765520572662354,22041600,0.06765520572662354,0.06808337699801352,0.06808337699801352
1982-02-05,0.06765520572662354,40297600,0.06765520572662354,0.06808337699801352,0.06765520572662354
1982-02-08,0.06337276101112366,31696000,0.06337276101112366,0.0638009266026113,0.0638009266026113
1982-02-09,0.06337276101112366,57904000,0.06337276101112366,0.0638009266026113,0.06337276101112366
1982-02-10,0.0642290934920311,38796800,0.0642290934920311,0.06465725905406003,0.0642290934920311
1982-02-11,0.06337276101112366,24528000,0.06337276101112366,0.0638009266026113,0.0638009266026113
1982-02-12,0.0642290934920311,19644800,0.0642290934920311,0.06465725905406003,0.0642290934920311
